COUNTY AREA TOTAL DEM REP LIB WRI
"Stafford County" "503 - Drew" 1489 607 863 17 2
"Stafford County" "504 - Gayle" 1101 583 512 6 0
"Stafford County" "601 - Ferry Farm" 1390 466 914 8 2
"Stafford County" "602 - Chatham" 1618 614 994 9 1
"Stafford County" "603 - White Oak" 2077 536 1533 8 0
"Stafford County" "604 - England Run" 857 497 343 16 1
"Stafford County" "701 - Woodlands" 2085 954 1108 22 1
"Stafford County" "702 - Whitson" 1198 635 557 5 1
"Stafford County" "703 - Hampton" 1855 797 1040 16 2
"Staunton City" "# Ab - Central Absentee Precinct" 1009 707 286 14 2
"Staunton City" "# Ev - Central Absentee Precinct" 3235 1962 1242 28 3
"Staunton City" "# Pe - Central Absentee Precinct" 41 22 14 5 0
"Staunton City" "## Provisional" 15 9 6 0 0
"Staunton City" "101 - Ward No 1" 1137 451 664 21 1
"Staunton City" "201 - Ward No 2" 1261 422 827 12 0
"Staunton City" "301 - Ward No 3" 1170 480 668 20 2
"Staunton City" "401 - Ward No 4" 970 444 517 9 0
"Staunton City" "501 - Ward No 5" 933 507 416 10 0
"Suffolk City" "# Ab - Central Absentee Precinct" 1946 1490 434 21 1
"Suffolk City" "# Ab - Central Absentee Precinct" 838 637 195 6 0
"Suffolk City" "# Ev - Central Absentee Precinct" 5657 3612 2019 23 3
"Suffolk City" "# Ev - Central Absentee Precinct" 3595 1962 1620 11 2
"Suffolk City" "# Pe - Central Absentee Precinct" 151 99 48 4 0
"Suffolk City" "# Pe - Central Absentee Precinct" 60 45 15 0 0
"Suffolk City" "## Provisional" 42 29 12 1 0
"Suffolk City" "## Provisional" 19 7 11 1 0
"Suffolk City" "101 - Belleharbour" 799 499 288 7 5
"Suffolk City" "102 - Driver" 2081 555 1513 11 2
"Suffolk City" "104 - Bennetts Creek" 1366 608 750 8 0
"Suffolk City" "201 - Ebenezer" 1159 300 856 3 0
"Suffolk City" "202 - Chuckatuck" 1004 295 706 3 0
"Suffolk City" "203 - Kings Fork" 1101 619 473 8 1
"Suffolk City" "204 - Hillpoint" 945 513 420 9 3
"Suffolk City" "301 - White Marsh" 266 159 106 1 0
"Suffolk City" "302 - John F Kennedy" 465 313 142 8 2
"Suffolk City" "302 - John F Kennedy" 390 365 20 5 0
"Suffolk City" "304 - Nansemond River" 1082 571 498 9 4
"Suffolk City" "305 - Shoulders Hill" 513 264 243 5 1
"Suffolk City" "401 - Airport" 583 184 395 3 1
"Suffolk City" "402 - Whaleyville" 883 156 724 2 1
"Suffolk City" "403 - Southside" 361 315 39 7 0
"Suffolk City" "404 - Booker T Washington" 138 129 9 0 0
"Suffolk City" "404 - Booker T Washington" 448 400 37 11 0
"Suffolk City" "405 - Pittmantown" 323 111 211 1 0
"Suffolk City" "501 - Kilbys Mill" 1209 362 833 14 0
"Suffolk City" "502 - Holland" 1350 320 1022 8 0
"Suffolk City" "504 - Lake Cohoon" 279 54 224 1 0
"Suffolk City" "504 - Lake Cohoon" 1115 324 784 6 1
"Suffolk City" "601 - Lakeside" 817 379 430 6 2
"Suffolk City" "602 - Olde Towne" 242 123 116 3 0
"Suffolk City" "602 - Olde Towne" 2 1 1 0 0
"Suffolk City" "603 - Elephants Fork/Westhaven" 325 149 174 2 0
"Suffolk City" "604 - Wilroy" 826 385 434 7 0
"Suffolk City" "605 - Hollywood" 352 318 31 3 0
"Suffolk City" "702 - Harbourview" 1521 736 777 6 2
"Suffolk City" "704 - Burbage Grant" 1294 781 497 14 2
"Suffolk City" "706 - Huntersville" 1169 910 244 14 1
"Surry County" "# Ab - Central Absentee Precinct" 290 230 60 0 0
"Surry County" "# Ev - Central Absentee Precinct" 971 553 418 0 0
"Surry County" "# Pe - Central Absentee Precinct" 8 5 2 1 0
"Surry County" "## Provisional" 0 0 0 0 0
"Surry County" "101 - Surry" 425 127 297 1 0
"Surry County" "201 - Bacons Castle" 454 214 238 2 0
"Surry County" "301 - Dendron" 455 186 264 4 1
"Surry County" "401 - Carsley" 492 220 271 1 0
"Surry County" "501 - Claremont" 324 129 193 0 2
"Surry County" "502 - Spring Grove" 117 92 25 0 0
"Sussex County" "# Ab - Central Absentee Precinct" 317 234 80 3 0
"Sussex County" "# Ev - Central Absentee Precinct" 849 448 396 5 0
"Sussex County" "# Pe - Central Absentee Precinct" 3 1 2 0 0
"Sussex County" "## Provisional" 8 7 1 0 0
"Sussex County" "101 - Waverly" 410 306 101 3 0
"Sussex County" "201 - Stony Creek" 351 200 149 2 0
"Sussex County" "202 - Little Mill" 101 52 49 0 0
"Sussex County" "301 - Courthouse" 332 65 266 1 0
"Sussex County" "302 - Wakefield" 139 17 122 0 0
"Sussex County" "401 - Mars Hill" 435 235 197 3 0
"Sussex County" "402 - West Wakefield" 41 37 4 0 0
"Sussex County" "501 - Henry" 373 195 176 2 0
"Sussex County" "502 - Yale" 154 71 82 1 0
"Sussex County" "601 - Blackwater" 348 111 237 0 0
"Sussex County" "602 - Newville" 164 49 111 4 0
"Tazewell County" "# Ab - Central Absentee Precinct" 699 333 355 10 1
"Tazewell County" "# Ev - Central Absentee Precinct" 3623 563 3050 10 0
"Tazewell County" "# Pe - Central Absentee Precinct" 24 12 12 0 0
"Tazewell County" "## Provisional" 13 5 8 0 0
"Tazewell County" "101 - Indian Valley" 383 23 360 0 0
"Tazewell County" "102 - Tip Top" 231 23 208 0 0
"Tazewell County" "103 - Mundy Town" 437 30 407 0 0
"Tazewell County" "104 - Falls Mills" 318 33 284 1 0
"Tazewell County" "106 - Pocahontas" 128 18 109 1 0
"Tazewell County" "107 - Amonate" 39 4 35 0 0
"Tazewell County" "109 - Bishop" 105 6 99 0 0
"Tazewell County" "112 - Bandy" 139 10 129 0 0
"Tazewell County" "203 - Burkes Garden" 91 6 85 0 0
"Tazewell County" "204 - Clear Fork" 281 21 259 1 0
"Tazewell County" "207 - Freestone" 115 15 100 0 0
"Tazewell County" "209 - Jeffersonville" 1020 134 879 5 2
"Tazewell County" "214 - Thompson Valley" 325 25 299 1 0
"Tazewell County" "301 - Cedar Bluff" 1007 66 937 3 1
"Tazewell County" "302 - Baptist Valley" 237 20 217 0 0
"Tazewell County" "303 - Paint Lick" 836 68 767 1 0
"Tazewell County" "401 - Richlands" 1678 179 1497 2 0
"Tazewell County" "402 - Jewell Ridge" 164 10 154 0 0
"Tazewell County" "501 - Springville" 743 51 689 3 0
"Tazewell County" "502 - Graham" 1274 166 1106 2 0
"Virginia Beach City" "# Ab - Central Absentee Precinct" 17753 12350 5200 191 12
"Virginia Beach City" "# Ev - Central Absentee Precinct" 37365 17450 19785 119 11
"Virginia Beach City" "# Pe - Central Absentee Precinct" 810 525 273 11 1
"Virginia Beach City" "## Provisional" 385 223 158 4 0
"Virginia Beach City" "1 - North Beach" 1609 478 1121 10 0
"Virginia Beach City" "2 - South Beach" 1223 488 716 17 2
"Virginia Beach City" "3 - Ocean Lakes" 887 310 567 10 0
"Virginia Beach City" "4 - Linkhorn" 1122 360 759 3 0
"Virginia Beach City" "5 - Seatack" 977 442 524 11 0
"Virginia Beach City" "6 - Alanton" 1259 421 827 10 1
"Virginia Beach City" "7 - Kingston" 961 320 638 3 0
"Virginia Beach City" "8 - London Bridge" 1306 523 772 10 1
"Virginia Beach City" "9 - Trantwood" 1108 370 736 2 0
"Virginia Beach City" "10 - Great Neck" 1122 280 840 2 0
"Virginia Beach City" "11 - Cape Henry" 1494 658 830 5 1
"Virginia Beach City" "12 - Plaza" 1104 518 575 11 0
"Virginia Beach City" "13 - Mt Trashmore" 1372 539 821 12 0
"Virginia Beach City" "14 - Malibu" 1304 500 789 13 2
"Virginia Beach City" "15 - Old Donation" 873 340 522 9 2
"Virginia Beach City" "16 - Aragona" 1451 551 875 24 1
"Virginia Beach City" "17 - Ocean Park" 775 278 490 7 0
"Virginia Beach City" "18 - Thoroughgood" 1248 446 796 5 1
"Virginia Beach City" "19 - Lake Smith" 751 257 489 5 0
"Virginia Beach City" "20 - Bayside" 1051 430 610 10 1
"Virginia Beach City" "21 - Davis Corner" 950 635 299 16 0
"Virginia Beach City" "22 - Point O View" 1067 397 664 6 0
"Virginia Beach City" "23 - Arrowhead" 1289 483 792 14 0
"Virginia Beach City" "24 - Larkspur" 917 396 511 8 2
"Virginia Beach City" "25 - Avalon" 1745 685 1045 13 2
"Virginia Beach City" "26 - Fairfield" 1261 492 754 12 3
"Virginia Beach City" "27 - Edwin" 1290 473 807 8 2
"Virginia Beach City" "28 - Thalia" 938 335 597 6 0
"Virginia Beach City" "29 - Holland" 961 477 474 10 0
"Virginia Beach City" "30 - Red Wing" 904 311 589 4 0
"Virginia Beach City" "31 - Sigma" 1487 390 1093 4 0
"Virginia Beach City" "32 - Creeds" 869 143 724 2 0
"Virginia Beach City" "33 - Capps Shop" 911 147 763 1 0
"Virginia Beach City" "34 - Blackwater" 565 99 466 0 0
"Virginia Beach City" "35 - Courthouse" 914 269 640 4 1
"Virginia Beach City" "36 - Windsor Oaks" 1255 633 600 22 0
"Virginia Beach City" "37 - Chesapeake Beach" 927 377 544 4 2
"Virginia Beach City" "38 - Witchduck" 1377 440 935 2 0
"Virginia Beach City" "39 - Pembroke" 1304 568 718 16 2
"Virginia Beach City" "40 - Bonney" 814 347 456 11 0
"Virginia Beach City" "41 - College Park" 1331 914 398 16 3
"Virginia Beach City" "42 - Brandon" 1208 554 641 13 0
"Virginia Beach City" "43 - Bellamy" 989 548 423 18 0
"Virginia Beach City" "44 - Centerville" 1334 495 832 6 1
"Virginia Beach City" "45 - Timberlake" 1018 589 413 16 0
"Virginia Beach City" "46 - Green Run" 926 528 390 7 1
"Virginia Beach City" "47 - Kings Grant" 1583 495 1084 4 0
"Virginia Beach City" "48 - Wolfsnare" 1283 477 799 5 2
"Virginia Beach City" "49 - Lynnhaven" 1028 333 691 2 2
"Virginia Beach City" "50 - Oceana" 667 371 288 8 0
"Virginia Beach City" "51 - Stratford Chase" 1038 379 655 4 0
"Virginia Beach City" "52 - Homestead" 1483 604 864 15 0
"Virginia Beach City" "53 - Shannon" 976 359 604 12 1
"Virginia Beach City" "54 - Cromwell" 747 304 433 8 2
"Virginia Beach City" "55 - Magic Hollow" 1034 609 413 11 1
"Virginia Beach City" "56 - Edinburgh" 690 268 418 4 0
"Virginia Beach City" "57 - Sherry Park" 798 263 530 5 0
"Virginia Beach City" "58 - Glenwood" 1225 529 685 11 0
"Virginia Beach City" "59 - Shelton Park" 829 326 496 7 0
"Virginia Beach City" "60 - Foxfire" 1440 400 1035 5 0
"Virginia Beach City" "61 - Baker" 908 721 167 18 2
"Virginia Beach City" "62 - Landstown" 1310 493 810 7 0
"Virginia Beach City" "63 - Culver" 1499 577 909 12 1
"Virginia Beach City" "64 - Rosemont Forest" 998 405 585 7 1
"Virginia Beach City" "65 - Colonial" 1205 522 671 11 1
"Virginia Beach City" "66 - Hunt" 1106 360 741 4 1
"Virginia Beach City" "67 - Eastern Shore" 574 284 282 8 0
"Virginia Beach City" "68 - Manor" 1183 460 719 3 1
"Virginia Beach City" "69 - Shell" 807 485 308 12 2
"Virginia Beach City" "70 - Corporate Landing" 1153 450 696 7 0
"Virginia Beach City" "71 - Round Hill" 660 299 356 3 2
"Virginia Beach City" "72 - Rudee" 1215 389 818 7 1
"Virginia Beach City" "73 - Dahlia" 865 533 323 8 1
"Virginia Beach City" "74 - Buckner" 838 460 365 9 4
"Virginia Beach City" "75 - Colony" 1337 403 925 6 3
"Virginia Beach City" "76 - Village" 800 459 331 9 1
"Virginia Beach City" "77 - Brookwood" 1017 436 569 12 0
"Virginia Beach City" "78 - Indian Lakes" 998 497 492 9 0
"Virginia Beach City" "79 - Pleasant Hall" 803 473 327 3 0
"Virginia Beach City" "80 - Chimney Hill" 851 494 348 8 1
"Virginia Beach City" "81 - Rock Lake" 1144 558 574 12 0
"Virginia Beach City" "82 - Shelburne" 994 327 663 4 0
"Virginia Beach City" "83 - Strawbridge" 1401 469 918 13 1
"Virginia Beach City" "84 - Tallwood" 1071 561 506 3 1
"Virginia Beach City" "85 - Upton" 1378 427 944 7 0
"Virginia Beach City" "86 - Haygood" 1215 508 701 5 1
"Virginia Beach City" "87 - Hillcrest" 1123 437 680 6 0
"Virginia Beach City" "88 - North Landing" 1019 381 632 5 1
"Virginia Beach City" "89 - Lake Christopher" 1198 454 733 8 3
"Virginia Beach City" "90 - Lake Joyce" 810 273 529 8 0
"Virginia Beach City" "91 - Lexington" 1009 547 453 9 0
"Virginia Beach City" "92 - Little Neck" 1048 357 684 5 2
"Virginia Beach City" "93 - Newtown" 832 653 168 11 0
"Virginia Beach City" "94 - Pinewood" 655 248 399 8 0
"Virginia Beach City" "95 - Dam Neck" 820 297 512 11 0
"Virginia Beach City" "96 - Hilltop" 714 365 335 12 2
"Virginia Beach City" "97 - Indian River" 954 509 432 12 1
"Virginia Beach City" "98 - Independence" 578 337 233 6 2
"Virginia Beach City" "99 - Salem Woods" 743 392 345 6 0
"Virginia Beach City" "100 - Sandbridge" 682 166 514 2 0
"Warren County" "# Ab - Central Absentee Precinct" 988 638 335 14 1
"Warren County" "# Ev - Central Absentee Precinct" 4020 1512 2493 14 1
"Warren County" "# Pe - Central Absentee Precinct" 37 20 17 0 0
"Warren County" "## Provisional" 18 6 11 0 1
"Warren County" "101 - Fork Town" 608 146 460 2 0
"Warren County" "102 - Otterburn" 1420 224 1188 7 1
"Warren County" "201 - Happy Creek" 1071 248 818 5 0
"Warren County" "202 - Linden" 1167 292 866 8 1
"Warren County" "301 - North River" 793 201 582 10 0
"Warren County" "302 - Riverton" 1177 195 976 6 0
"Warren County" "401 - East Shenandoah" 1642 284 1344 12 2
"Warren County" "402 - Town - West Shenandoah" 609 128 476 5 0
"Warren County" "501 - South River" 1143 242 896 5 0
"Warren County" "502 - Bentonville" 573 103 469 1 0
"Warren County" "504 - Browntown" 453 89 363 0 1
"Washington County" "# Ab - Central Absentee Precinct" 1413 822 579 10 2
"Washington County" "# Ev - Central Absentee Precinct" 5191 1441 3726 19 5
"Washington County" "# Pe - Central Absentee Precinct" 45 28 17 0 0
"Washington County" "## Provisional" 11 3 8 0 0
"Washington County" "101 - East Abingdon" 1175 275 893 6 1
"Washington County" "102 - West Abingdon" 585 140 444 1 0
"Washington County" "201 - Clinchburg" 566 63 500 3 0
"Washington County" "202 - Greendale" 790 79 707 3 1
"Washington County" "203 - Hayters Gap" 341 30 310 0 1
"Washington County" "204 Woodland Hills" 595 91 503 1 0
"Washington County" "301 - Watauga" 1195 178 1012 4 1
"Washington County" "302 - South Abingdon" 949 221 718 7 3
"Washington County" "401 - Glade Spring" 1006 152 852 2 0
"Washington County" "402 - Meadowview" 1132 155 973 4 0
"Washington County" "501 - Rhea Valley" 1440 141 1292 5 2
"Washington County" "502 - Damascus" 705 149 553 2 1
"Washington County" "504 - Green Cove" 134 12 122 0 0
"Washington County" "601 - Burson Place" 1160 84 1072 4 0
"Washington County" "602 - Mendota" 266 20 246 0 0
"Washington County" "603 - Valley Institute" 929 120 808 1 0
"Washington County" "701 - High Point" 980 110 867 2 1
"Washington County" "702 - Wallace" 451 55 396 0 0
"Washington County" "703 - John Battle" 937 136 797 4 0
"Waynesboro City" "# Ab - Central Absentee Precinct" 915 621 276 18 0
"Waynesboro City" "# Ev - Central Absentee Precinct" 2217 980 1223 12 2
"Waynesboro City" "# Pe - Central Absentee Precinct" 19 15 4 0 0
"Waynesboro City" "## Provisional" 19 12 7 0 0
"Waynesboro City" "1 - Ward A" 775 279 475 19 2
"Waynesboro City" "2 - Ward B" 1223 471 739 11 2
"Waynesboro City" "3 - Ward C" 1144 393 718 30 3
"Waynesboro City" "4 - Ward D" 1544 504 1031 9 0
"Westmoreland County" "# Ab - Central Absentee Precinct" 523 385 136 2 0
"Westmoreland County" "# Ev - Central Absentee Precinct" 1989 863 1122 3 1
"Westmoreland County" "# Pe - Central Absentee Precinct" 10 6 4 0 0
"Westmoreland County" "## Provisional" 14 9 5 0 0
"Westmoreland County" "101 - Precinct 1-1" 539 324 213 2 0
"Westmoreland County" "102 - Precinct 1-2" 272 122 149 1 0
"Westmoreland County" "201 - Precinct 2-1" 606 268 336 2 0
"Westmoreland County" "202 - Precinct 2-2" 413 111 301 1 0
"Westmoreland County" "301 - Precinct 3-1" 435 140 291 2 2
"Westmoreland County" "302 - Precinct 3-2" 498 147 348 3 0
"Westmoreland County" "401 - Precinct 4-1" 1190 230 955 5 0
"Westmoreland County" "501 - Precinct 5-1" 1131 366 754 9 2
"Williamsburg City" "# Ab - Central Absentee Precinct" 573 468 95 10 0
"Williamsburg City" "# Ev - Central Absentee Precinct" 2203 1403 790 8 2
"Williamsburg City" "# Pe - Central Absentee Precinct" 17 12 4 1 0
"Williamsburg City" "## Provisional" 17 13 4 0 0
"Williamsburg City" "1 - Stryker" 1212 712 489 10 1
"Williamsburg City" "2 - Matoaka" 909 577 321 11 0
"Winchester City" "# Ab - Central Absentee Precinct" 611 472 128 10 1
"Winchester City" "# Ev - Central Absentee Precinct" 3028 1705 1310 11 2
"Winchester City" "# Pe - Central Absentee Precinct" 53 35 13 5 0
"Winchester City" "## Provisional" 15 10 5 0 0
"Winchester City" "101 - Merrimans" 1015 449 560 6 0
"Winchester City" "102 - Old Town" 736 305 431 0 0
"Winchester City" "201 - Virginia Avenue" 772 388 366 16 2
"Winchester City" "301 - War Memorial" 863 366 492 5 0
"Winchester City" "401 - Frederick Douglass" 480 201 277 2 0
"Winchester City" "402 - Rolling Hills" 923 363 555 5 0
"Wise County" "# Ab - Central Absentee Precinct" 558 292 256 7 3
"Wise County" "# Ev - Central Absentee Precinct" 2911 522 2375 11 3
"Wise County" "# Pe - Central Absentee Precinct" 25 6 16 3 0
"Wise County" "## Provisional" 4 0 4 0 0
"Wise County" "101 - Appalachia" 549 70 477 2 0
"Wise County" "102 - Dorchester" 374 45 327 2 0
"Wise County" "103 - Guest River Voting Place" 353 38 315 0 0
"Wise County" "104 - West Pound" 906 100 802 3 1
"Wise County" "201 - North Coeburn" 472 40 431 1 0
"Wise County" "202 - Wise" 1150 187 952 9 2
"Wise County" "203 - East Pound" 239 20 217 1 1
"Wise County" "301 - Big Stone Gap" 847 133 708 6 0
"Wise County" "302 - East Stone Gap" 1035 109 922 3 1
"Wise County" "401 - Clinch Valley" 784 94 689 1 0
"Wise County" "402 - South Coeburn" 964 72 889 3 0
"Wise County" "403 - St Paul" 380 68 311 1 0
"Wythe County" "# Ab - Central Absentee Precinct" 573 285 282 6 0
"Wythe County" "# Ev - Central Absentee Precinct" 2258 662 1588 7 1
"Wythe County" "# Pe - Central Absentee Precinct" 9 2 7 0 0
"Wythe County" "## Provisional" 13 4 9 0 0
"Wythe County" "101 - Royal Oak" 325 40 284 1 0
"Wythe County" "102 - Rural Retreat" 1308 136 1165 7 0
"Wythe County" "203 - West Wytheville" 1075 187 880 7 1
"Wythe County" "303 - East Wytheville" 1196 248 941 6 1
"Wythe County" "401 - Fort Chiswell" 825 96 726 3 0
"Wythe County" "402 - Max Meadows" 843 77 756 9 1
"Wythe County" "501 - Jackson Memorial" 632 76 553 3 0
"Wythe County" "502 - Sheffey" 873 72 797 4 0
"Wythe County" "601 - Huddle" 448 38 409 0 1
"Wythe County" "602 - Zion" 698 66 629 3 0
"Wythe County" "603   Evergreen" 489 54 432 3 0
"York County" "# Ab - Central Absentee Precinct" 1983 1414 541 27 1
"York County" "# Ev - Central Absentee Precinct" 12167 5464 6664 34 5
"York County" "# Pe - Central Absentee Precinct" 58 38 18 2 0
"York County" "## Provisional" 40 22 18 0 0
"York County" "101 - Queens Lake" 945 406 532 6 1
"York County" "102 - Waller Mill" 1109 397 701 10 1
"York County" "103 - Magruder" 1473 752 713 7 1
"York County" "201 - Coventry" 1571 629 931 9 2
"York County" "202 - Kiln Creek" 802 303 499 0 0
"York County" "301 - Seaford" 1733 296 1430 6 1
"York County" "302 - Yorktown" 932 286 642 4 0
"York County" "303 - Edgehill" 1195 503 673 18 1
"York County" "401 - Harwoods Mill" 1237 282 947 7 1
"York County" "402 - Dare" 1179 282 892 5 0
"York County" "403 - Grafton" 615 181 433 1 0
"York County" "501 - Tabb" 1408 400 1002 5 1
"York County" "502 - Bethel" 1394 535 849 9 1
