COUNTY AREA TOTAL DEM REP LIB IND GRN OTH
"Stafford County" "602 - Chatham" 2286 932 1174 98 32 24 26
"Stafford County" "603 - White Oak" 2410 698 1591 67 25 15 14
"Stafford County" "604 - England Run" 1255 735 428 42 22 23 5
"Stafford County" "701 - Woodlands" 2554 1065 1325 75 49 15 25
"Stafford County" "702 - Whitson" 2165 1170 841 79 41 20 14
"Stafford County" "703 - Hampton" 2901 1231 1468 95 69 11 27
"Stafford County" "Ab - Central Absentee Precinct" 9001 4618 3801 298 146 57 81
"Stafford County" Provisional 60 29 28 3 0 0 0
"Staunton City" "101 - Ward No 1" 1976 866 978 72 35 15 10
"Staunton City" "201 - Ward Two" 2382 947 1276 83 22 40 14
"Staunton City" "301 - Ward No 3" 1998 843 996 94 27 18 20
"Staunton City" "401 - Ward No 4" 1676 775 765 65 35 10 26
"Staunton City" "501 - Ward No 5" 1965 1184 637 73 30 17 24
"Staunton City" "Ab - Central Absentee Precinct" 1258 718 481 32 10 9 8
"Staunton City" Provisional 0 0 0 0 0 0 0
"Suffolk City" "101 - Belleharbour" 1188 768 344 45 14 11 6
"Suffolk City" "102 - Driver" 2786 886 1735 85 49 14 17
"Suffolk City" "104 - Bennetts Creek" 1792 817 841 66 32 22 14
"Suffolk City" "201 - Ebenezer" 1383 400 917 34 21 7 4
"Suffolk City" "202 - Chuckatuck" 1392 507 821 40 10 8 6
"Suffolk City" "203 - Kings Fork" 1913 1129 695 55 16 11 7
"Suffolk City" "204 - Hillpoint" 1526 893 562 40 21 6 4
"Suffolk City" "301 - White Marsh" 518 333 174 5 5 1 0
"Suffolk City" "302 - John F Kennedy" 836 613 198 17 2 3 3
"Suffolk City" "302 - John F Kennedy" 923 886 22 6 3 4 2
"Suffolk City" "304 - Nansemond River" 1738 1015 620 51 30 17 5
"Suffolk City" "305 - Shoulders Hill" 777 448 296 20 7 5 1
"Suffolk City" "401 - Airport" 1006 353 612 26 9 3 3
"Suffolk City" "402 - Whaleyville" 1150 265 822 45 8 3 7
"Suffolk City" "403 - Southside" 0 0 0 0 0 0 0
"Suffolk City" "403 - Southside" 775 722 43 2 4 2 2
"Suffolk City" "404 - Booker T Washington" 286 274 7 0 0 3 2
"Suffolk City" "404 - Booker T Washington" 1044 963 61 8 9 2 1
"Suffolk City" "405 - Pittmantown" 466 198 250 9 3 2 4
"Suffolk City" "501 - Kilbys Mill" 2135 732 1314 56 17 7 9
"Suffolk City" "502 - Holland" 1882 626 1178 52 14 8 4
"Suffolk City" "504 - Lake Cohoon" 633 158 452 17 2 1 3
"Suffolk City" "504 - Lake Cohoon" 1295 371 858 32 20 6 8
"Suffolk City" "601 - Lakeside" 1699 977 631 58 23 6 4
"Suffolk City" "602 - Olde Towne" 496 300 172 13 5 4 2
"Suffolk City" "602 - Olde Towne" 8 8 0 0 0 0 0
"Suffolk City" "603 - Elephants Fork/Westhaven" 524 224 275 16 5 2 2
"Suffolk City" "604 - Wilroy" 1164 488 595 50 15 7 9
"Suffolk City" "605 - Hollywood" 766 724 24 9 2 2 5
"Suffolk City" "702 - Harbourview" 1897 907 887 57 25 7 14
"Suffolk City" "704 - Burbage Grant" 1856 1165 592 61 21 10 7
"Suffolk City" "706 - Huntersville" 1833 1488 271 26 13 20 15
"Suffolk City" "Ab - Central Absentee Precinct" 3534 2252 1151 69 22 15 25
"Suffolk City" "Ab - Central Absentee Precinct" 1972 1365 568 28 6 3 2
"Suffolk City" Provisional 44 24 16 0 3 1 0
"Suffolk City" Provisional 3 1 2 0 0 0 0
"Surry County" "101 - Surry" 878 327 512 26 9 3 1
"Surry County" "201 - Bacons Castle" 843 517 306 8 4 4 4
"Surry County" "301 - Dendron" 440 229 195 9 4 1 2
"Surry County" "302 - Walls Bridge" 407 232 161 8 4 2 0
"Surry County" "401 - Carsley" 834 457 353 14 3 4 3
"Surry County" "501 - Claremont" 530 259 253 13 3 2 0
"Surry County" "502 - Spring Grove" 54 48 5 0 1 0 0
"Surry County" Provisional 242 203 34 3 1 1 0
"Sussex County" "101 - Waverly" 772 612 151 3 2 3 1
"Sussex County" "201 - Stony Creek" 592 412 168 8 2 2 0
"Sussex County" "202 - Little Mill" 158 94 63 1 0 0 0
"Sussex County" "301 - Courthouse" 599 207 378 5 6 2 1
"Sussex County" "302 - Wakefield" 183 23 153 6 0 1 0
"Sussex County" "401 - Mars Hill" 687 420 248 12 4 3 0
"Sussex County" "402 - West Wakefield" 96 79 15 1 0 1 0
"Sussex County" "501 - Henry" 540 342 187 8 2 1 0
"Sussex County" "502 - Yale" 251 164 83 3 0 1 0
"Sussex County" "601 - Blackwater" 516 189 316 5 1 5 0
"Sussex County" "602 - Newville" 284 115 161 5 1 1 1
"Sussex County" "Ab - Central Absentee Precinct" 363 219 132 6 4 2 0
"Sussex County" Provisional 3 3 0 0 0 0 0
"Tazewell County" "101 - Abbs Valley" 346 52 280 10 3 0 1
"Tazewell County" "102 - Tip Top" 435 69 358 6 1 0 1
"Tazewell County" "103 - Boissevain" 261 48 205 5 3 0 0
"Tazewell County" "104 - Falls Mills" 466 47 405 8 2 1 3
"Tazewell County" "106 - Pocahontas" 225 62 152 6 4 0 1
"Tazewell County" "107 - Amonate" 92 12 78 1 1 0 0
"Tazewell County" "109 - Bishop" 174 21 150 3 0 0 0
"Tazewell County" "110 - Adria" 434 45 381 6 1 1 0
"Tazewell County" "111 - Gap Store" 411 53 348 8 1 1 0
"Tazewell County" "112 - Bandy" 194 22 168 4 0 0 0
"Tazewell County" "203 - Burkes Garden" 117 16 101 0 0 0 0
"Tazewell County" "204 - Clear Fork" 475 52 408 9 3 0 3
"Tazewell County" "207 - Freestone" 161 26 129 3 2 0 1
"Tazewell County" "209 - Jeffersonville" 2317 450 1801 35 19 8 4
"Tazewell County" "214 - Thompson Valley" 503 66 422 7 6 1 1
"Tazewell County" "301 - Cedar Bluff" 1904 223 1638 24 7 6 6
"Tazewell County" "302 - Baptist Valley" 371 55 313 1 2 0 0
"Tazewell County" "303 - Wardell" 818 109 689 8 7 4 1
"Tazewell County" "305 - Pounding Mill" 605 83 511 2 8 1 0
"Tazewell County" "401 - Richlands" 2167 356 1740 36 17 7 11
"Tazewell County" "402 - Jewell Ridge" 236 28 204 0 2 2 0
"Tazewell County" "404 - Raven" 736 96 623 4 7 3 3
"Tazewell County" "501 - Springville" 1225 129 1061 15 9 3 8
"Tazewell County" "502 - Graham" 2199 399 1733 33 14 9 11
"Tazewell County" "Ab - Central Absentee Precinct" 1686 376 1262 26 8 6 8
"Tazewell County" Provisional 8 0 8 0 0 0 0
"Virginia Beach City" "1 - North Beach" 2298 793 1392 71 16 9 17
"Virginia Beach City" "2 - South Beach" 2044 859 991 115 26 27 26
"Virginia Beach City" "3 - Ocean Lakes" 1497 562 832 66 13 11 13
"Virginia Beach City" "4 - Linkhorn" 1807 692 1003 71 15 13 13
"Virginia Beach City" "5 - Seatack" 1991 1037 785 90 23 31 25
"Virginia Beach City" "6 - Alanton" 1983 709 1142 76 27 11 18
"Virginia Beach City" "7 - Kingston" 1314 436 772 71 18 6 11
"Virginia Beach City" "8 - London Bridge" 2161 894 1077 113 25 31 21
"Virginia Beach City" "9 - Trantwood" 1826 622 1092 69 24 9 10
"Virginia Beach City" "10 - Great Neck" 2008 582 1313 75 14 9 15
"Virginia Beach City" "11 - Cape Henry" 2109 888 1091 80 17 12 21
"Virginia Beach City" "12 - Plaza" 2002 959 864 100 29 31 19
"Virginia Beach City" "13 - Mt Trashmore" 2304 956 1166 125 22 21 14
"Virginia Beach City" "14 - Malibu" 2053 820 1082 94 22 16 19
"Virginia Beach City" "15 - Old Donation" 1448 600 715 95 16 14 8
"Virginia Beach City" "16 - Aragona" 2467 1071 1204 132 18 26 16
"Virginia Beach City" "17 - Ocean Park" 1496 589 782 78 23 15 9
"Virginia Beach City" "18 - Thoroughgood" 2138 868 1108 80 25 16 41
"Virginia Beach City" "19 - Lake Smith" 1112 389 654 46 7 8 8
"Virginia Beach City" "20 - Bayside" 1627 664 881 46 18 14 4
"Virginia Beach City" "21 - Davis Corner" 1821 1315 403 50 13 20 20
"Virginia Beach City" "22 - Point O View" 1598 608 880 53 24 19 14
"Virginia Beach City" "23 - Arrowhead" 1936 710 1077 79 24 32 14
"Virginia Beach City" "24 - Larkspur" 1375 627 651 64 15 12 6
"Virginia Beach City" "25 - Avalon" 2649 1168 1284 110 32 28 27
"Virginia Beach City" "26 - Fairfield" 1694 694 862 76 28 15 19
"Virginia Beach City" "27 - Edwin" 1904 717 1054 81 24 8 20
"Virginia Beach City" "28 - Thalia" 1453 543 786 68 23 14 19
"Virginia Beach City" "29 - Holland" 1881 1038 678 88 32 31 14
"Virginia Beach City" "30 - Red Wing" 1636 549 977 68 11 15 16
"Virginia Beach City" "31 - Sigma" 2787 824 1804 95 36 8 20
"Virginia Beach City" "32 - Creeds" 1030 190 785 32 8 7 8
"Virginia Beach City" "33 - Capps Shop" 1085 215 836 23 6 3 2
"Virginia Beach City" "34 - Blackwater" 676 146 503 22 3 1 1
"Virginia Beach City" "35 - Courthouse" 1803 551 1148 58 18 12 16
"Virginia Beach City" "36 - Windsor Oaks" 2276 1227 889 106 24 13 17
"Virginia Beach City" "37 - Chesapeake Beach" 1520 658 724 95 19 16 8
"Virginia Beach City" "38 - Witchduck" 2328 817 1384 72 25 11 19
"Virginia Beach City" "39 - Pembroke" 2347 1063 1111 112 24 19 18
"Virginia Beach City" "40 - Bonney" 1536 699 713 64 24 15 21
"Virginia Beach City" "41 - College Park" 2265 1599 544 71 15 21 15
"Virginia Beach City" "42 - Brandon" 1984 947 900 75 27 19 16
"Virginia Beach City" "43 - Bellamy" 1702 936 609 87 36 21 13
"Virginia Beach City" "44 - Centerville" 2217 880 1157 100 27 28 25
"Virginia Beach City" "45 - Timberlake" 1842 1186 537 76 21 10 12
"Virginia Beach City" "46 - Green Run" 1678 1040 557 43 17 12 9
"Virginia Beach City" "47 - Kings Grant" 2345 790 1382 85 36 24 28
"Virginia Beach City" "48 - Wolfsnare" 2164 840 1184 88 21 10 21
"Virginia Beach City" "49 - Lynnhaven" 1785 595 1078 64 20 10 18
"Virginia Beach City" "50 - Oceana" 1327 796 411 68 18 15 19
"Virginia Beach City" "51 - Stratford Chase" 1727 667 919 72 16 23 30
"Virginia Beach City" "52 - Homestead" 2296 1001 1137 99 22 21 16
"Virginia Beach City" "53 - Shannon" 1587 672 830 49 18 12 6
"Virginia Beach City" "54 - Cromwell" 1431 673 645 75 14 11 13
"Virginia Beach City" "55 - Magic Hollow" 1966 1145 645 102 20 29 25
"Virginia Beach City" "56 - Edinburgh" 1020 357 588 50 6 13 6
"Virginia Beach City" "57 - Sherry Park" 1276 487 703 49 13 16 8
"Virginia Beach City" "58 - Glenwood" 1920 917 879 77 19 16 12
"Virginia Beach City" "59 - Shelton Park" 1373 640 635 49 19 10 20
"Virginia Beach City" "60 - Foxfire" 2172 679 1362 80 18 13 20
"Virginia Beach City" "61 - Baker" 1843 1523 222 43 19 21 15
"Virginia Beach City" "62 - Landstown" 2071 872 1066 71 28 18 16
"Virginia Beach City" "63 - Culver" 2322 875 1272 112 27 22 14
"Virginia Beach City" "64 - Rosemont Forest" 2555 1229 1182 94 27 14 9
"Virginia Beach City" "65 - Colonial" 1787 795 844 79 37 15 17
"Virginia Beach City" "66 - Hunt" 1752 579 1035 80 16 20 22
"Virginia Beach City" "67 - Eastern Shore" 956 458 401 65 7 12 13
"Virginia Beach City" "68 - Manor" 1759 702 934 81 16 12 14
"Virginia Beach City" "69 - Shell" 1504 1006 409 49 16 10 14
"Virginia Beach City" "70 - Corporate Landing" 2172 910 1070 125 18 25 24
"Virginia Beach City" "71 - Round Hill" 969 494 417 43 10 1 4
"Virginia Beach City" "72 - Rudee" 1888 645 1111 79 18 22 13
"Virginia Beach City" "73 - Dahlia" 1595 936 527 74 17 19 22
"Virginia Beach City" "74 - Buckner" 1628 969 562 55 15 17 10
"Virginia Beach City" "75 - Colony" 2067 734 1197 91 21 11 13
"Virginia Beach City" "76 - Village" 1643 989 517 96 15 16 10
"Virginia Beach City" "77 - Brookwood" 1784 797 823 90 25 25 24
"Virginia Beach City" "78 - Indian Lakes" 1573 766 695 70 23 15 4
"Virginia Beach City" "79 - Pleasant Hall" 1603 976 500 74 20 21 12
"Virginia Beach City" "80 - Chimney Hill" 1553 902 514 64 26 32 15
"Virginia Beach City" "81 - Rock Lake" 2005 1088 787 83 22 15 10
"Virginia Beach City" "82 - Shelburne" 1512 569 823 62 20 15 23
"Virginia Beach City" "83 - Strawbridge" 2050 668 1198 111 37 18 18
"Virginia Beach City" "84 - Tallwood" 1875 981 738 82 34 21 19
"Virginia Beach City" "85 - Upton" 2372 825 1379 98 27 22 21
"Virginia Beach City" "86 - Haygood" 1908 822 985 48 19 7 27
"Virginia Beach City" "87 - Hillcrest" 1693 690 890 60 18 12 23
"Virginia Beach City" "88 - North Landing" 1562 611 855 54 19 14 9
"Virginia Beach City" "89 - Lake Christopher" 1754 728 900 77 27 9 13
"Virginia Beach City" "90 - Lake Joyce" 1261 441 728 58 13 9 12
"Virginia Beach City" "91 - Lexington" 1754 981 653 67 22 20 11
"Virginia Beach City" "92 - Little Neck" 1409 506 801 54 19 15 14
"Virginia Beach City" "93 - Newtown" 1751 1415 248 43 18 12 15
"Virginia Beach City" "94 - Pinewood" 1027 393 554 45 13 14 8
"Virginia Beach City" "95 - Dam Neck" 1191 460 657 51 6 7 10
"Virginia Beach City" "96 - Hilltop" 1328 681 531 64 11 21 20
"Virginia Beach City" "97 - Indian River" 1665 970 567 78 16 12 22
"Virginia Beach City" "98 - Independence" 979 552 345 51 13 11 7
"Virginia Beach City" "Ab - Central Absentee Precinct" 29739 14149 13964 955 260 165 246
"Virginia Beach City" Provisional 306 149 126 11 8 7 5
"Warren County" "101 - Fork Town" 1058 360 637 29 13 13 6
"Warren County" "102 - Otterburn" 2097 479 1521 50 27 11 9
"Warren County" "201 - Happy Creek" 1812 539 1167 50 28 9 19
"Warren County" "202 - Linden" 1642 466 1033 79 21 22 21
"Warren County" "301 - North River" 1459 484 888 49 15 12 11
"Warren County" "302 - Riverton" 1505 379 1077 22 11 4 12
"Warren County" "401 - East Shenandoah" 2394 510 1732 59 41 26 26
"Warren County" "402 - Town - West Shenandoah" 1113 320 727 25 15 14 12
"Warren County" "501 - South River" 1918 639 1167 60 25 15 12
"Warren County" "502 - Bentonville" 699 167 495 23 4 7 3
"Warren County" "504 - Browntown" 554 150 383 9 7 2 3
"Warren County" "Ab - Central Absentee Precinct" 1693 672 935 39 15 14 18
"Warren County" Provisional 16 4 11 1 0 0 0
"Washington County" "101 - East Abingdon" 2101 580 1420 55 17 11 18
"Washington County" "102 - West Abingdon" 1133 342 749 22 14 4 2
"Washington County" "201 - Clinchburg" 711 101 588 13 5 2 2
"Washington County" "202 - Greendale" 1152 180 941 12 13 4 2
"Washington County" "203 - Hayters Gap" 433 63 357 4 7 1 1
"Washington County" "204 Woodland Hills" 1050 242 776 14 11 5 2
"Washington County" "301 - Watauga" 1833 396 1361 46 20 2 8
"Washington County" "302 - South Abingdon" 1703 507 1108 41 19 14 14
"Washington County" "401 - Glade Spring" 1382 287 1052 29 8 2 4
"Washington County" "402 - Meadowview" 1656 373 1218 36 12 5 12
"Washington County" "501 - Rhea Valley" 2023 323 1644 30 11 8 7
"Washington County" "502 - Damascus" 989 259 687 27 9 5 2
"Washington County" "504 - Green Cove" 170 30 133 4 0 2 1
"Washington County" "601 - Burson Place" 1665 197 1407 40 13 6 2
"Washington County" "602 - Mendota" 346 46 273 9 5 2 11
"Washington County" "603 - Valley Institute" 1243 200 1005 20 9 2 7
"Washington County" "701 - High Point" 1330 190 1102 24 10 0 4
"Washington County" "702 - Wallace" 677 110 544 13 8 1 1
"Washington County" "703 - John Battle" 1544 274 1201 40 16 6 7
"Washington County" "Ab - Central Absentee Precinct" 2689 848 1743 57 22 11 8
"Washington County" Provisional 17 5 11 1 0 0 0
"Waynesboro City" "1 - Ward A" 1421 634 701 44 13 16 13
"Waynesboro City" "2 - Ward B" 2380 969 1225 104 35 23 24
"Waynesboro City" "3 - Ward C" 1835 740 962 65 36 20 12
"Waynesboro City" "4 - Ward D" 2854 1088 1569 97 58 14 28
"Waynesboro City" "Ab - Central Absentee Precinct" 708 331 341 25 3 1 7
"Waynesboro City" Provisional 6 2 3 1 0 0 0
"Westmoreland County" "101 - Precinct 1-1" 930 638 269 17 3 2 1
"Westmoreland County" "102 - Precinct 1-2" 562 319 231 7 4 1 0
"Westmoreland County" "201 - Precinct 2-1" 1013 521 462 17 4 4 5
"Westmoreland County" "202 - Precinct 2-2" 564 199 349 8 4 3 1
"Westmoreland County" "301 - Precinct 3-1" 808 361 426 14 6 1 0
"Westmoreland County" "302 - Precinct 3-2" 606 272 316 7 5 2 4
"Westmoreland County" "401 - Precinct 4-1" 1507 411 1034 34 10 11 7
"Westmoreland County" "501 - Precinct 5-1" 1443 541 836 34 10 10 12
"Westmoreland County" "Ab - Central Absentee Precinct" 1118 564 514 17 4 6 13
"Westmoreland County" Provisional 23 10 11 2 0 0 0
"Williamsburg City" "1 - Stryker" 3292 2193 880 102 43 40 34
"Williamsburg City" "2 - Matoaka" 3361 2411 723 108 48 35 36
"Williamsburg City" "Ab - Central Absentee Precinct" 961 595 318 20 9 9 10
"Williamsburg City" Provisional 12 7 4 1 0 0 0
"Winchester City" "101 - Merrimans" 1899 896 884 73 15 11 20
"Winchester City" "102 - Old Town" 1473 642 711 62 23 21 14
"Winchester City" "201 - Virginia Avenue" 1752 985 637 70 24 28 8
"Winchester City" "301 - War Memorial" 1745 838 773 86 15 18 15
"Winchester City" "401 - Frederick Douglass" 859 379 430 26 11 6 7
"Winchester City" "402 - Rolling Hills" 1664 714 861 40 29 7 13
"Winchester City" "Ab - Central Absentee Precinct" 1269 707 491 43 11 8 9
"Winchester City" Provisional 6 3 3 0 0 0 0
"Wise County" "101 - Appalachia" 896 188 680 12 5 8 3
"Wise County" "102 - Dorchester" 600 102 486 5 2 1 4
"Wise County" "103 - Guest River Voting Place" 572 92 474 2 2 1 1
"Wise County" "104 - West Pound" 1566 250 1280 16 6 10 4
"Wise County" "201 - North Coeburn" 769 119 634 6 4 4 2
"Wise County" "202 - Wise" 2125 426 1637 39 5 14 4
"Wise County" "203 - East Pound" 414 50 349 3 1 6 5
"Wise County" "301 - Big Stone Gap" 1691 362 1282 25 5 9 8
"Wise County" "302 - East Stone Gap" 1742 262 1428 20 14 9 9
"Wise County" "401 - Clinch Valley" 1356 188 1129 20 6 7 6
"Wise County" "402 - South Coeburn" 1561 204 1336 12 5 3 1
"Wise County" "403 - St Paul" 540 137 390 5 3 3 2
"Wise County" "Ab - Central Absentee Precinct" 1328 321 978 17 7 2 3
"Wise County" Provisional 3 0 3 0 0 0 0
"Wythe County" "101 - Royal Oak" 518 55 447 6 7 1 2
"Wythe County" "102 - Rural Retreat" 1652 280 1312 34 17 4 5
"Wythe County" "203 - West Wytheville" 1980 583 1298 54 20 8 17
"Wythe County" "303 - East Wytheville" 2050 616 1348 53 12 8 13
"Wythe County" "401 - Fort Chiswell" 1131 180 915 19 10 2 5
"Wythe County" "402 - Max Meadows" 1092 169 885 23 5 4 6
"Wythe County" "501 - Jackson Memorial" 790 138 625 13 8 2 4
"Wythe County" "502 - Sheffey" 1156 149 966 20 7 5 9
"Wythe County" "601 - Huddle" 543 66 468 2 4 3 0
"Wythe County" "602 - Zion" 871 148 691 21 5 2 4
"Wythe County" "603 Evergreen" 656 104 515 17 4 7 9
"Wythe County" "Ab - Central Absentee Precinct" 896 276 574 23 8 3 12
"Wythe County" Provisional 8 6 2 0 0 0 0
"York County" "101 - Queens Lake" 1635 720 812 50 25 16 12
"York County" "102 - Waller Mill" 2126 847 1127 76 41 23 12
"York County" "103 - Magruder" 2624 1516 925 108 34 20 21
"York County" "201 - Coventry" 3063 1208 1642 101 54 32 26
"York County" "202 - Kiln Creek" 1537 634 817 44 19 9 14
"York County" "301 - Seaford" 2817 618 2019 85 45 22 28
"York County" "302 - Yorktown" 2022 697 1191 74 31 12 17
"York County" "303 - Edgehill" 2220 1005 1066 84 29 18 18
"York County" "401 - Harwoods Mill" 2558 714 1674 88 43 18 21
"York County" "402 - Dare" 2732 768 1792 92 41 21 18
"York County" "403 - Grafton" 1383 466 845 35 17 7 13
"York County" "501 - Tabb" 2839 955 1705 91 48 16 24
"York County" "502 - Bethel" 2890 1184 1496 106 51 21 32
"York County" "Ab - Central Absentee Precinct" 3644 1657 1712 150 71 16 38
"York County" Provisional 28 10 14 2 0 1 1
